Date,Product,Category,Region,Units_Sold,Unit_Price,Revenue,Customer_ID,Customer_Age,Customer_Gender,Return_Flag
2023-09-28,Serum,Beauty,East,15,454.54,6818.1,CUST-1052,23,Other,0
2023-05-03,Monitor,Electronics,West,3,68.95,206.85,CUST-1545,63,Male,0
2024-11-03,Lipstick,Beauty,East,2,293.46,586.92,CUST-1144,,Female,1
2024-05-09,Lipstick,Beauty,Central,3,366.59,1099.77,CUST-1131,24,Female,0
2024-11-02,Basketball,Sports,East,4,211.05,844.2,CUST-1737,38,Female,0
2023-07-11,Smartwatch,Electronics,,9,274.32,2468.88,CUST-1805,50,Other,0
2023-10-12,Tablet,Electronics,Central,11,192.43,2116.73,CUST-1836,,Male,0
2023-03-17,Camera,Electronics,South,7,357.28,2500.96,CUST-1649,27,Other,0
2023-06-28,T-Shirt,Apparel,South,12,213.38,2560.56,CUST-1116,65,Male,0
2023-09-02,Jeans,Apparel,South,6,348.25,2089.5,CUST-1523,,Female,0
2023-11-28,Laptop,Electronics,South,10,353.82,3538.2,CUST-1145,67,Male,0
2023-09-11,Scarf,Apparel,South,5,222.74,1113.7,CUST-1730,36,Male,0
2023-08-19,Smartwatch,Electronics,North,10,279.19,2791.9,CUST-1602,32,Male,0
2024-08-27,Fitness Band,Sports,South,10,192.98,1929.8,CUST-1367,57,Male,0
2024-10-10,Tablet,Electronics,East,6,365.05,2190.3,CUST-1838,59,Male,0
2024-02-15,Monitor,Electronics,East,13,423.2,5501.6,CUST-1335,23,Other,0
2024-10-02,PERFUME,BEAUTY,WEST,13,288.48,3750.24,CUST-1366,22,Other,0
2024-08-29,Hoodie,Apparel,Central,1,353.21,353.21,CUST-1360,54,Other,0
2024-10-11,Sunscreen,Beauty,West,15,101.3,1519.5,CUST-1122,61,Female,0
2023-04-08,Shorts,Apparel,East,11,131.17,1442.87,CUST-1976,27,Other,1
2023-03-23,Coffee Maker,Home,West,5,229.44,1147.2,CUST-1854,41,Male,0
2023-09-11,Sunscreen,Beauty,Central,8,266.45,2131.6,CUST-1370,22,Other,0
2024-07-14,Foundation,Beauty,Central,9,79.18,712.62,CUST-1335,72,Other,0
2024-09-18,Moisturizer,Beauty,Central,5,466.22,2331.1,CUST-1106,26,Female,0
2024-12-20,Tennis Racket,Sports,East,5,119.12,595.6,CUST-1738,30,Female,0
2024-05-21,jacket,apparel,west,4,180.64,722.56,CUST-1264,39,Female,1
2023-03-12,Yoga Mat,Sports,East,7,94.09,658.63,CUST-1138,67,Other,1
2023-11-17,Face Wash,Beauty,Central,7,,2493.4,CUST-1427,36,Male,0
2024-01-08,Dress,Apparel,West,7,388.36,2718.52,CUST-1695,56,Male,0
2024-08-28,sMARTWATCH,eLECTRONICS,cENTRAL,2,158.65,317.3,CUST-1462,20,Male,0
2023-04-13,DESK LAMP,HOME,SOUTH,6,93.82,562.92,CUST-1014,63,Other,0
2024-01-05,Speaker,Electronics,North,5,412.83,2064.15,CUST-1640,56,Female,0
2023-03-17,Toaster,Home,North,8,235.59,1884.72,CUST-1529,40,Male,0
2024-11-21,Face Wash,Beauty,East,11,360.77,3968.47,CUST-1777,49,Other,0
2024-08-08,Jeans,Apparel,Central,11,451.46,4966.06,CUST-1183,32,Other,1
2023-04-21,Fitness Band,Sports,North,15,44.99,674.85,CUST-1622,27,Male,0
2023-11-24,Blender,Home,West,5,133.42,667.1,CUST-1428,43,Female,0
2024-06-04,headphones,electronics,north,10,38.64,386.4,CUST-1882,33,Female,0
2023-01-26,rUNNING sHOES,sPORTS,nORTH,11,33.02,363.22,CUST-1273,66,Male,1
2024-01-24,Fitness Band,Sports,North,11,9.68,106.48,CUST-1175,23,Female,0
2024-07-10,Speaker,Electronics,East,8,274.54,2196.32,CUST-1496,40,Other,0
2024-10-20,Shorts,Apparel,West,14,177.61,2486.54,CUST-1258,31,Female,0
2024-12-16,Running Shoes,Sports,Central,12,469.31,5631.72,CUST-1317,53,Female,0
2024-01-31,Serum,Beauty,Central,5,413.53,2067.65,CUST-1638,61,Other,0
2023-02-25,Laptop,Electronics,West,12,172.95,2075.4,CUST-1882,24,Male,0
2024-04-25,Yoga Mat,Sports,North,1,131.68,131.68,CUST-1855,,Other,1
2023-10-21,Smartphone,Electronics,Central,10,256.0,2560.0,CUST-1473,55,Other,1
2024-02-02,Jacket,Apparel,North,6,300.57,1803.42,CUST-1030,69,Female,0
2024-11-30,Jacket,Apparel,North,12,393.26,4719.12,CUST-1208,66,Other,0
2024-05-27,Serum,Beauty,West,2,301.03,602.06,CUST-1910,45,Other,0
2024-04-27,Headphones,Electronics,Central,4,,1130.56,CUST-1678,48,Other,0
2024-06-05,Iron,Home,East,11,32.01,352.11,CUST-1919,68,Male,0
2023-05-22,Toaster,Home,East,15,221.67,3325.05,CUST-1636,35,Other,0
2023-07-23,Toaster,Home,South,9,476.98,4292.82,CUST-1944,51,Male,0
2023-04-02,Fan,Home,South,15,412.86,6192.9,CUST-1758,49,Other,0
2024-01-19,Running Shoes,Sports,South,9,208.97,1880.73,CUST-1698,68,Male,0
2023-02-08,Iron,Home,South,15,460.22,6903.3,CUST-1856,43,Female,0
2024-08-08,Serum,Beauty,North,3,141.33,423.99,CUST-1147,57,Other,0
2024-03-16,cAMERA,eLECTRONICS,cENTRAL,8,265.83,2126.64,CUST-1315,20,Male,0
2023-02-12,Basketball,Sports,East,10,240.44,2404.4,CUST-1154,21,Female,0
2024-03-23,Bike Helmet,Sports,South,12,484.53,5814.36,CUST-1710,57,Female,0
2023-06-23,Camera,Electronics,Central,11,318.31,3501.41,CUST-1343,23,Male,0
2023-11-02,Serum,Beauty,South,8,271.6,2172.8,CUST-1353,39,Other,0
2024-01-20,T-Shirt,Apparel,Central,1,332.68,332.68,CUST-1669,71,Male,0
2024-03-29,Fitness Band,Sports,Central,8,210.02,1680.16,CUST-1220,66,Other,0
2023-12-04,Fitness Band,Sports,East,11,472.87,5201.57,CUST-1833,66,Other,0
2024-09-12,Shorts,Apparel,Central,15,238.06,3570.9,CUST-1550,,Other,0
2023-11-02,Scarf,Apparel,Central,10,264.44,2644.4,CUST-1444,61,Male,0
2024-07-09,Water Bottle,Sports,North,4,261.63,1046.52,CUST-1637,66,Female,0
2024-08-06,Dress,Apparel,Central,9,88.35,795.15,CUST-1720,36,Female,0
2023-03-16,Monitor,Electronics,Central,10,498.07,4980.7,CUST-1075,52,Male,0
2023-05-12,Jacket,Apparel,East,11,49.2,541.2,CUST-1363,32,Other,0
2024-10-05,Face Wash,Beauty,West,12,204.13,2449.56,CUST-1655,52,Other,0
2023-04-18,Smartwatch,Electronics,South,15,190.85,2862.75,CUST-1749,22,Other,1
2023-04-26,Sunscreen,Beauty,East,13,273.84,3559.92,CUST-1375,52,Male,0
2023-09-25,Toaster,Home,South,5,200.91,1004.55,CUST-1687,59,Female,0
2024-12-19,t-shirt,apparel,central,4,,189.52,CUST-1737,44,Female,0
2023-12-18,Scarf,Apparel,South,3,209.31,627.93,CUST-1716,65,Other,0
2024-01-14,lipstick,beauty,west,3,25.71,77.13,CUST-1373,68,Male,1
2023-02-18,Headphones,Electronics,South,13,341.84,4443.92,CUST-1610,22,Female,0
2023-01-13,Foundation,Beauty,East,9,263.94,2375.46,CUST-1717,57,Male,0
2023-05-30,Sneakers,Apparel,,10,80.67,806.7,CUST-1777,59,Male,0
2023-10-11,Dress,Apparel,South,3,261.06,783.18,CUST-1246,21,Other,0
2024-02-01,Sunscreen,Beauty,East,13,133.84,1739.92,CUST-1456,31,Other,0
2023-12-06,Serum,Beauty,East,12,229.0,2748.0,CUST-1099,66,Other,0
2024-08-14,Shorts,Apparel,West,8,42.38,339.04,CUST-1813,67,Male,0
2024-06-27,air purifier,home,north,2,209.58,419.16,CUST-1734,48,Male,0
2024-12-28,Fitness Band,Sports,South,2,284.87,569.74,CUST-1814,66,Male,0
2023-06-27,Bike Helmet,Sports,Central,6,339.55,2037.3,CUST-1888,64,Other,0
2023-02-07,Desk Lamp,Home,East,14,391.52,5481.28,CUST-1886,59,Female,0
2023-05-21,Headphones,Electronics,West,11,467.84,5146.24,CUST-1899,48,Female,0
2023-09-27,Lipstick,Beauty,Central,15,57.67,865.05,CUST-1640,37,Other,0
2024-09-05,Laptop,Electronics,South,5,472.94,2364.7,CUST-1785,26,Female,0
2023-12-06,Laptop,Electronics,West,1,88.15,88.15,CUST-1587,45,Other,0
2023-08-16,Air Purifier,Home,West,6,344.71,2068.26,CUST-1960,59,Male,0
2023-12-03,Coffee Maker,Home,West,9,184.1,1656.9,CUST-1371,37,Male,1
2023-12-19,Jacket,Apparel,North,7,254.15,1779.05,CUST-1313,28,Male,0
2023-07-30,Foundation,Beauty,West,8,480.79,3846.32,CUST-1995,27,,0
2023-01-18,Hoodie,Apparel,North,7,293.93,2057.51,CUST-1815,64,Other,0
2023-05-21,Running Shoes,Sports,South,2,267.6,535.2,CUST-1008,57,Other,0
2023-12-19,Perfume,Beauty,North,12,232.42,2789.04,CUST-1127,42,Male,0
2024-11-16,Tablet,Electronics,West,12,131.84,1582.08,CUST-1377,28,Other,0
2024-09-12,Tennis Racket,Sports,South,10,401.96,4019.6,CUST-1224,,Male,0
2024-10-06,Foundation,Beauty,West,8,202.83,1622.64,CUST-1151,59,Other,0
2023-06-10,fOUNDATION,bEAUTY,sOUTH,12,198.54,2382.48,CUST-1816,72,Other,0
2024-04-24,Perfume,Beauty,Central,14,471.5,6601.0,CUST-1696,64,Male,0
2024-08-09,Face Wash,Beauty,Central,9,473.75,4263.75,CUST-1312,31,Other,0
2024-06-10,Headphones,Electronics,West,15,34.35,515.25,CUST-1283,59,,0
2023-02-22,Desk Lamp,Home,Central,3,464.2,1392.6,CUST-1448,,Female,0
2023-05-24,Bike Helmet,Sports,South,1,134.09,134.09,CUST-1241,46,Female,1
2024-01-13,Desk Lamp,Home,Central,13,155.44,2020.72,CUST-1637,33,Female,0
2023-12-26,Vacuum,Home,West,10,344.85,3448.5,CUST-1880,31,Male,1
2024-07-03,Monitor,Electronics,East,11,375.76,4133.36,CUST-1268,55,Female,0
2024-05-16,Hair Dryer,Beauty,Central,7,,2153.2,CUST-1601,25,Female,0
2023-09-23,lAPTOP,eLECTRONICS,nORTH,4,451.74,1806.96,CUST-1454,69,Male,0
2023-12-18,Headphones,Electronics,North,4,355.27,1421.08,CUST-1449,51,Other,0
2024-10-18,Sunscreen,Beauty,Central,1,351.94,351.94,CUST-1074,40,Other,0
2024-05-17,COFFEE MAKER,HOME,SOUTH,14,41.66,583.24,CUST-1176,63,Female,1
2024-05-26,fitness band,sports,south,5,74.12,370.6,CUST-1762,53,Other,0
2024-11-05,Perfume,Beauty,West,11,482.19,5304.09,CUST-1062,48,Female,0
2024-10-14,Dumbbell Set,Sports,Central,10,35.83,358.3,CUST-1678,26,Male,0
2024-01-16,Tablet,Electronics,West,1,311.68,311.68,CUST-1965,53,,1
2023-06-10,Serum,Beauty,West,14,86.87,1216.18,CUST-1769,49,Female,0
2023-03-01,Moisturizer,Beauty,East,1,29.82,29.82,CUST-1488,50,Other,0
2024-02-16,Moisturizer,Beauty,North,1,72.83,72.83,CUST-1341,69,,0
2023-07-05,mOISTURIZER,bEAUTY,cENTRAL,8,324.11,2592.88,CUST-1074,36,Other,0
2023-05-16,Blender,Home,South,5,306.13,1530.65,CUST-1965,37,Other,1
2024-10-25,Headphones,Electronics,South,9,91.35,822.15,CUST-1163,39,Other,0
2024-06-20,Speaker,Electronics,East,12,173.06,2076.72,CUST-1341,67,Male,0
2023-07-15,Camera,Electronics,West,11,304.46,3349.06,CUST-1040,22,Male,0
2023-08-04,Bike Helmet,Sports,West,8,223.87,1790.96,CUST-1218,50,Female,0
2024-10-18,Serum,Beauty,South,14,254.59,3564.26,CUST-1279,30,Male,0
2024-02-29,Bike Helmet,Sports,Central,8,210.81,1686.48,CUST-1211,71,Female,0
2023-07-12,Tennis Racket,Sports,South,8,23.79,190.32,CUST-1057,32,Other,0
2024-11-15,Laptop,Electronics,West,3,422.06,1266.18,CUST-1236,22,Other,0
2023-08-15,Monitor,Electronics,East,11,207.11,2278.21,CUST-1143,20,Male,0
2023-11-18,Dumbbell Set,Sports,West,15,290.41,4356.15,CUST-1260,20,Other,0
2023-02-14,Iron,Home,East,8,487.4,3899.2,CUST-1086,55,Male,0
2024-05-20,Air Purifier,Home,South,1,466.54,466.54,CUST-1024,32,Other,0
2024-03-06,Hoodie,Apparel,East,10,150.56,1505.6,CUST-1871,25,Female,0
2023-05-31,Monitor,Electronics,South,3,486.22,1458.66,CUST-1827,30,Male,0
2023-05-30,Blender,Home,East,15,415.73,6235.95,CUST-1712,71,Male,0
2024-09-15,fACE wASH,bEAUTY,nORTH,13,147.61,1918.93,CUST-1308,25,Male,0
2024-11-25,Coffee Maker,Home,North,5,395.36,1976.8,CUST-1034,55,Female,0
2024-01-20,Running Shoes,Sports,Central,11,,2124.54,CUST-1790,57,Female,0
2023-08-24,Fan,Home,East,3,141.45,424.35,CUST-1959,64,Male,0
2024-04-13,Lipstick,Beauty,East,15,309.17,4637.55,CUST-1086,61,Male,0
2023-09-14,Smartwatch,Electronics,South,1,201.19,201.19,CUST-1312,64,Other,0
2023-12-16,Basketball,Sports,South,3,81.7,245.1,CUST-1302,72,Male,0
2024-10-07,Foundation,Beauty,South,5,277.67,1388.35,CUST-1565,44,Male,0
2024-01-19,Serum,Beauty,West,1,151.73,151.73,CUST-1667,30,Female,0
2024-08-20,Foundation,Beauty,East,12,358.12,4297.44,CUST-1702,52,Other,0
2024-03-05,Foundation,Beauty,West,4,140.1,560.4,CUST-1497,19,Female,0
2023-03-22,Basketball,Sports,South,14,299.55,4193.7,CUST-1327,64,Male,0
2024-04-18,Iron,Home,South,3,322.04,966.12,CUST-1442,43,Male,0
2024-12-02,Tennis Racket,Sports,West,2,345.86,691.72,CUST-1161,46,Female,0
2024-11-27,Fan,Home,North,15,257.64,3864.6,CUST-1828,21,Female,0
2023-04-06,Scarf,Apparel,North,7,471.51,3300.57,CUST-1168,56,Female,0
2023-05-24,Speaker,Electronics,East,7,160.68,1124.76,CUST-1143,33,Female,0
2024-08-24,fOUNDATION,bEAUTY,wEST,4,435.39,1741.56,CUST-1340,37,Male,0
2024-12-22,Sneakers,Apparel,South,5,227.16,1135.8,CUST-1699,22,Male,1
2024-12-03,Camera,Electronics,West,11,54.99,604.89,CUST-1532,35,Other,0
2024-10-10,Basketball,Sports,East,7,143.75,1006.25,CUST-1804,43,Female,0
2023-04-20,Basketball,Sports,South,13,479.19,6229.47,CUST-1530,47,Male,0
2024-10-01,Hoodie,Apparel,South,8,38.8,310.4,CUST-1452,,Female,0
2024-03-22,Dumbbell Set,Sports,West,6,207.13,1242.78,CUST-1328,60,Male,0
2024-10-16,Hoodie,Apparel,Central,4,113.47,453.88,CUST-1136,,Male,0
2024-09-03,Tennis Racket,Sports,Central,10,117.63,1176.3,CUST-1052,55,Female,0
2024-12-11,Smartwatch,Electronics,North,13,330.37,4294.81,CUST-1869,65,Other,0
2023-02-15,Scarf,Apparel,West,5,116.99,584.95,CUST-1275,54,Male,0
2023-08-03,Jeans,Apparel,Central,11,89.71,986.81,CUST-1746,33,Male,0
2023-01-04,Coffee Maker,Home,North,7,175.54,1228.78,CUST-1065,52,Male,1
2023-06-21,Tennis Racket,Sports,West,5,244.69,1223.45,CUST-1078,41,Female,1
2023-07-05,Lipstick,Beauty,West,1,208.38,208.38,CUST-1692,64,Male,1
2024-01-23,Shorts,Apparel,North,14,242.35,3392.9,CUST-1884,54,Other,0
2024-08-03,Headphones,Electronics,West,6,189.15,1134.9,CUST-1781,22,Other,0
2023-02-19,Smartphone,Electronics,West,1,66.5,66.5,CUST-1878,28,Female,0
2024-06-19,Dumbbell Set,Sports,West,3,78.36,235.08,CUST-1602,55,Male,1
2024-08-21,Speaker,Electronics,West,1,471.66,471.66,CUST-1305,66,Female,0
2024-07-23,Bike Helmet,Sports,East,9,231.79,2086.11,CUST-1894,18,Other,0
2023-10-07,Desk Lamp,Home,West,13,151.1,1964.3,CUST-1891,39,Male,0
2024-08-23,Hair Dryer,Beauty,North,7,180.03,1260.21,CUST-1681,66,Female,0
2023-06-29,Laptop,Electronics,South,12,10.62,127.44,CUST-1508,40,Other,0
2024-02-03,HAIR DRYER,BEAUTY,WEST,13,371.17,4825.21,CUST-1809,62,Other,0
2023-06-15,Vacuum,Home,East,1,322.38,322.38,CUST-1895,41,Other,1
2024-11-26,running shoes,sports,west,15,68.18,1022.7,CUST-1637,52,Male,1
2023-01-15,Sneakers,Apparel,North,11,7.04,77.44,CUST-1751,33,Male,0
2023-10-16,Sneakers,Apparel,North,1,199.49,199.49,CUST-1562,71,Female,0
2023-10-05,Perfume,Beauty,South,2,309.76,619.52,CUST-1600,33,Male,0
2024-01-06,sunscreen,beauty,west,9,114.67,1032.03,CUST-1629,20,Other,0
2024-02-24,Camera,Electronics,Central,4,97.83,391.32,CUST-1952,72,Female,0
2023-09-23,Toaster,Home,South,12,391.66,4699.92,CUST-1275,64,Male,0
2024-08-09,Dumbbell Set,Sports,West,8,161.45,1291.6,CUST-1509,65,Other,0
2023-01-17,Speaker,Electronics,North,1,267.06,267.06,CUST-1281,52,Female,0
2024-02-28,Headphones,Electronics,South,4,174.62,698.48,CUST-1583,47,Male,0
2023-09-12,Bike Helmet,Sports,West,3,420.32,1260.96,CUST-1571,57,Male,0
2024-05-19,Smartphone,Electronics,South,15,271.09,4066.35,CUST-1397,47,Female,0
2023-08-15,Blender,Home,East,9,467.71,4209.39,CUST-1593,64,Female,0
2024-01-05,Smartphone,Electronics,North,5,225.14,1125.7,CUST-1779,35,Male,0
2024-07-17,Laptop,Electronics,Central,14,12.31,172.34,CUST-1095,66,Male,0
2023-08-19,Fan,Home,North,13,423.65,5507.45,CUST-1301,19,Female,0
2024-03-27,Foundation,Beauty,West,2,369.31,738.62,CUST-1669,66,Male,0
2024-02-16,Speaker,Electronics,,12,122.6,1471.2,CUST-1763,48,Female,1
2024-12-19,Face Wash,Beauty,Central,1,95.13,95.13,CUST-1325,69,Other,0
2024-07-12,Speaker,Electronics,North,1,51.38,51.38,CUST-1238,50,Other,0
2024-09-28,Moisturizer,Beauty,Central,15,330.63,4959.45,CUST-1710,35,Male,0
2024-12-19,Hair Dryer,Beauty,Central,11,112.58,1238.38,CUST-1214,57,Other,0
2024-10-15,Scarf,Apparel,East,11,9.65,106.15,CUST-1823,47,Female,0
2023-04-14,Sneakers,Apparel,South,7,350.11,2450.77,CUST-1739,64,Other,0
2024-11-15,Jeans,Apparel,West,14,372.31,5212.34,CUST-1446,19,Female,1
2023-05-05,Running Shoes,Sports,West,11,267.91,2947.01,CUST-1572,56,Female,1
2023-04-18,Smartwatch,Electronics,South,15,190.85,2862.75,CUST-1749,22,Other,1
2023-11-08,Vacuum,Home,East,15,356.12,5341.8,CUST-1354,51,Female,0
2024-06-19,Fitness Band,Sports,West,5,430.78,2153.9,CUST-1439,37,Other,0
2024-04-11,Hair Dryer,Beauty,North,8,,3443.04,CUST-1170,41,Male,0
2023-05-26,SMARTPHONE,ELECTRONICS,CENTRAL,4,191.22,764.88,CUST-1464,39,Male,0
2023-05-05,Face Wash,Beauty,West,14,175.84,2461.76,CUST-1791,69,Male,0
2024-10-11,Desk Lamp,Home,East,1,278.99,278.99,CUST-1568,27,Male,0
2023-08-14,Coffee Maker,Home,Central,3,210.89,632.67,CUST-1549,43,Male,0
2023-03-14,Iron,Home,North,12,403.95,4847.4,CUST-1105,38,Female,1
2023-11-05,Sunscreen,Beauty,Central,13,25.33,329.29,CUST-1545,45,Other,0
2024-10-01,Hair Dryer,Beauty,West,10,267.63,2676.3,CUST-1464,50,Other,0
2024-11-16,Basketball,Sports,Central,3,363.06,1089.18,CUST-1903,54,Other,0
2023-10-22,Smartwatch,Electronics,West,11,131.94,1451.34,CUST-1490,31,Male,0
2023-07-14,monitor,electronics,south,12,304.18,3650.16,CUST-1209,43,Male,0
2024-08-02,Monitor,Electronics,South,6,373.94,2243.64,CUST-1243,40,Female,0
2024-11-03,Smartwatch,Electronics,South,1,179.39,179.39,CUST-1346,70,Other,0
2024-11-11,Speaker,Electronics,West,7,478.57,3349.99,CUST-1999,61,Female,1
2023-12-17,Coffee Maker,Home,West,7,481.34,3369.38,CUST-1278,71,Female,0
2024-12-09,Yoga Mat,Sports,East,12,448.27,5379.24,CUST-1549,56,Other,1
2023-11-29,Sunscreen,Beauty,North,3,82.92,248.76,CUST-1632,21,Other,0
2024-10-21,Fan,Home,East,5,234.82,1174.1,CUST-1102,70,Male,0
2024-11-29,Hoodie,Apparel,North,9,273.37,2460.33,CUST-1912,37,Male,0
2024-01-18,Iron,Home,North,6,116.15,696.9,CUST-1326,24,Other,0
2024-05-20,Smartwatch,Electronics,Central,10,187.61,1876.1,CUST-1822,53,Male,0
2024-09-15,Desk Lamp,Home,Central,4,182.17,728.68,CUST-1419,36,Male,0
2023-09-12,Jacket,Apparel,North,7,436.72,3057.04,CUST-1879,48,Male,0
2024-02-22,Fitness Band,Sports,West,7,161.62,1131.34,CUST-1398,61,Male,0
2024-06-30,Tablet,Electronics,Central,14,491.42,6879.88,CUST-1397,40,Male,0
2023-04-03,Hoodie,Apparel,West,3,104.39,313.17,CUST-1805,52,Female,0
,Serum,Beauty,North,2,419.16,838.32,CUST-1511,56,Other,0
2024-08-03,Smartphone,Electronics,West,14,39.26,549.64,CUST-1778,52,Male,0
2024-02-15,Dumbbell Set,Sports,,11,344.79,3792.69,CUST-1155,27,Other,1
2023-11-06,Iron,Home,West,2,122.42,244.84,CUST-1585,40,Other,0
2023-10-05,Perfume,Beauty,South,2,309.76,619.52,CUST-1600,33,Male,0
2023-12-19,Desk Lamp,Home,North,5,18.59,92.95,CUST-1050,28,Other,0
2024-05-15,Smartphone,Electronics,East,15,492.73,7390.95,CUST-1826,37,Male,0
2023-04-01,Dress,Apparel,East,2,485.24,970.48,CUST-1413,,Male,0
2024-12-15,Running Shoes,Sports,North,15,52.68,790.2,CUST-1152,33,Male,0
2024-03-02,Running Shoes,Sports,East,7,96.02,672.14,CUST-1550,48,Male,0
2024-12-14,Desk Lamp,Home,North,11,495.88,5454.68,CUST-1665,66,Male,0
2024-10-05,Hair Dryer,Beauty,Central,4,353.76,1415.04,CUST-1046,60,Male,0
2023-06-02,LIPSTICK,BEAUTY,EAST,15,308.47,4627.05,CUST-1166,43,Other,0
2024-03-01,Yoga Mat,Sports,Central,8,338.02,2704.16,CUST-1315,64,Male,0
2024-09-16,Tablet,Electronics,South,5,331.91,1659.55,CUST-1160,33,Male,0
2024-04-10,Shorts,Apparel,Central,11,360.61,3966.71,CUST-1158,30,Female,0
2023-04-21,Hoodie,Apparel,North,13,142.89,1857.57,CUST-1231,69,Female,0
2024-08-05,Bike Helmet,Sports,Central,11,90.52,995.72,CUST-1482,67,Male,0
2023-04-09,Blender,Home,North,4,336.82,1347.28,CUST-1792,31,Other,0
2023-10-09,Smartphone,Electronics,West,6,258.98,1553.88,CUST-1767,61,Male,1
2023-04-21,Laptop,Electronics,West,8,367.63,2941.04,CUST-1992,28,Female,0
2024-12-23,Yoga Mat,Sports,North,2,472.8,945.6,CUST-1707,27,Other,0
2024-08-11,Water Bottle,Sports,South,8,319.57,2556.56,CUST-1710,59,Male,0
2023-04-13,Running Shoes,Sports,East,15,19.33,289.95,CUST-1332,68,,0
2023-08-27,Jacket,Apparel,Central,1,142.25,142.25,CUST-1148,26,Other,0
2024-08-06,Blender,Home,Central,2,212.52,425.04,CUST-1597,54,Other,0
2024-04-16,Dress,Apparel,South,4,16.71,66.84,CUST-1197,43,Female,0
2023-04-10,Bike Helmet,Sports,East,9,469.78,4228.02,CUST-1773,27,Male,0
2023-10-08,Vacuum,Home,Central,13,83.43,1084.59,CUST-1804,66,Male,0
2024-04-15,Iron,Home,South,12,263.26,3159.12,CUST-1666,35,Other,0
2023-03-13,Hoodie,Apparel,Central,7,341.36,2389.52,CUST-1863,52,Female,1
2023-02-27,Lipstick,Beauty,North,5,356.24,1781.2,CUST-1413,26,Other,0
2024-01-11,Bike Helmet,Sports,East,4,480.46,1921.84,CUST-1026,65,Male,0
2023-01-21,DRESS,APPAREL,EAST,5,422.21,2111.05,CUST-1878,62,Other,0
2024-07-03,Running Shoes,Sports,West,3,142.88,428.64,CUST-1255,22,Female,0
2023-09-16,Dress,Apparel,West,2,189.66,379.32,CUST-1415,47,Other,0
2024-07-06,Moisturizer,Beauty,East,15,384.32,5764.8,CUST-1134,56,Female,0
2023-03-30,Camera,Electronics,West,12,360.84,4330.08,CUST-1538,44,Female,0
2024-11-07,Yoga Mat,Sports,South,4,38.31,153.24,CUST-1608,20,Female,0
2023-04-13,Dumbbell Set,Sports,Central,15,231.18,3467.7,CUST-1739,27,Female,0
2024-11-11,Running Shoes,Sports,Central,10,153.97,1539.7,CUST-1561,,Male,0
2024-10-14,Sneakers,Apparel,West,6,184.85,1109.1,CUST-1055,70,Male,0
2024-10-06,face wash,beauty,south,14,341.96,4787.44,CUST-1032,54,Other,0
2023-12-31,Yoga Mat,Sports,East,5,410.94,2054.7,CUST-1178,,Female,0
2024-04-28,Hair Dryer,Beauty,Central,4,487.12,1948.48,CUST-1102,33,Other,0
2023-04-28,Desk Lamp,Home,North,10,17.71,177.1,CUST-1319,54,Other,1
2023-02-03,Tennis Racket,Sports,East,14,409.28,5729.92,CUST-1449,25,Male,0
2023-07-18,Scarf,Apparel,West,13,144.48,1878.24,CUST-1391,50,Other,0
